BLOCK,DELTA,AGE,TYPE,TREATMENT
105,102,159,MANAGED,CC
105,270,168,MANAGED,CC
106,160,225,MANAGED,CC
106,260,100,MANAGED,CC
108,46,93,MANAGED,CC
108,56,10,MANAGED,PCT
108,121,75,MANAGED,CC
108,131,10,MANAGED,PCT
108,211,90,MANAGED,CC
108,221,10,MANAGED,PCT
109,18,75,MANAGED,CC
109,28,10,MANAGED,PCT
109,109,91,MANAGED,CC
109,119,10,MANAGED,PCT
109,187,78,MANAGED,CC
109,197,10,MANAGED,PCT
109,278,91,MANAGED,CC
110,45,112,MANAGED,CC
110,55,10,MANAGED,PCT
110,131,86,MANAGED,CC
110,141,10,MANAGED,PCT
110,209,78,MANAGED,CC
110,219,10,MANAGED,PCT
112,199,246,MANAGED,CC
113,57,104,MANAGED,CC
113,67,10,MANAGED,PCT
113,285,228,MANAGED,CC
113,295,10,MANAGED,PCT
114,62,109,MANAGED,CC
114,196,134,MANAGED,CC
114,278,82,MANAGED,CC
115,63,100,MANAGED,CC
115,210,147,MANAGED,CC
116,1,108,MANAGED,CC
116,168,167,MANAGED,CC
116,271,103,MANAGED,CC
119,82,139,MANAGED,CC
119,92,10,MANAGED,PCT
119,175,93,MANAGED,CC
119,185,10,MANAGED,PCT
119,268,93,MANAGED,CC
119,278,10,MANAGED,PCT
120,35,92,MANAGED,CC
120,45,10,MANAGED,PCT
120,113,78,MANAGED,CC
120,123,10,MANAGED,PCT
120,199,86,MANAGED,CC
120,209,10,MANAGED,PCT
121,96,153,MANAGED,CC
121,256,160,MANAGED,CC
122,2,129,MANAGED,CC
122,166,164,MANAGED,CC
123,43,90,MANAGED,CC
123,53,10,MANAGED,PCT
123,135,92,MANAGED,CC
123,145,10,MANAGED,PCT
123,223,88,MANAGED,CC
123,233,10,MANAGED,PCT
126,138,185,MANAGED,CC
126,298,160,MANAGED,CC
127,34,81,MANAGED,CC
127,44,10,MANAGED,PCT
127,121,87,MANAGED,CC
127,131,10,MANAGED,PCT
127,205,84,MANAGED,CC
127,215,10,MANAGED,PCT
127,290,85,MANAGED,CC
128,17,74,MANAGED,CC
128,27,10,MANAGED,PCT
128,96,79,MANAGED,CC
128,106,10,MANAGED,PCT
128,170,74,MANAGED,CC
128,180,10,MANAGED,PCT
128,260,90,MANAGED,CC
129,74,201,MANAGED,CC
129,236,162,MANAGED,CC
131,65,302,MANAGED,CC
131,163,98,MANAGED,CC
131,260,97,MANAGED,CC
132,3,110,MANAGED,CC
132,13,10,MANAGED,PCT
132,76,73,MANAGED,CC
132,86,10,MANAGED,PCT
132,159,83,MANAGED,CC
132,169,10,MANAGED,PCT
132,239,80,MANAGED,CC
133,96,153,MANAGED,CC
133,256,160,MANAGED,CC
134,186,233,MANAGED,CC
134,272,86,MANAGED,CC
135,82,139,MANAGED,CC
135,92,10,MANAGED,PCT
135,175,93,MANAGED,CC
135,185,10,MANAGED,PCT
135,268,93,MANAGED,CC
135,278,10,MANAGED,PCT
136,15,72,MANAGED,CC
136,25,10,MANAGED,PCT
136,98,83,MANAGED,CC
136,108,10,MANAGED,PCT
136,170,72,MANAGED,CC
136,180,10,MANAGED,PCT
136,250,80,MANAGED,CC
137,34,81,MANAGED,CC
137,44,10,MANAGED,PCT
137,118,84,MANAGED,CC
137,128,10,MANAGED,PCT
137,198,80,MANAGED,CC
137,208,10,MANAGED,PCT
137,269,71,MANAGED,CC
138,182,239,MANAGED,CC
138,300,118,MANAGED,CC
139,70,117,MANAGED,CC
139,230,160,MANAGED,CC
140,46,99,MANAGED,CC
140,56,10,MANAGED,PCT
140,132,86,MANAGED,CC
140,142,10,MANAGED,PCT
140,208,76,MANAGED,CC
140,218,10,MANAGED,PCT
140,280,72,MANAGED,CC
141,150,207,MANAGED,CC
141,300,150,MANAGED,CC
145,1,108,MANAGED,CC
145,142,141,MANAGED,CC
145,296,154,MANAGED,CC
146,26,83,MANAGED,CC
146,36,10,MANAGED,PCT
146,102,76,MANAGED,CC
146,112,10,MANAGED,PCT
146,183,81,MANAGED,CC
146,193,10,MANAGED,PCT
146,270,87,MANAGED,CC
147,26,83,MANAGED,CC
147,36,10,MANAGED,PCT
147,102,76,MANAGED,CC
147,112,10,MANAGED,PCT
147,183,81,MANAGED,CC
147,193,10,MANAGED,PCT
147,270,87,MANAGED,CC
148,31,78,MANAGED,CC
148,41,10,MANAGED,PCT
148,125,94,MANAGED,CC
148,135,10,MANAGED,PCT
148,217,92,MANAGED,CC
148,227,10,MANAGED,PCT
148,300,83,MANAGED,CC
149,29,76,MANAGED,CC
149,39,10,MANAGED,PCT
149,106,77,MANAGED,CC
149,116,10,MANAGED,PCT
149,176,70,MANAGED,CC
149,186,10,MANAGED,PCT
149,259,83,MANAGED,CC
150,150,237,MANAGED,CC
150,300,150,MANAGED,CC
151,31,78,MANAGED,CC
151,41,10,MANAGED,PCT
151,125,94,MANAGED,CC
151,135,10,MANAGED,PCT
151,217,92,MANAGED,CC
151,227,10,MANAGED,PCT
151,300,83,MANAGED,CC
152,197,244,MANAGED,CC
155,156,283,MANAGED,CC
155,260,104,MANAGED,CC
160,11,288,MANAGED,CC
160,280,269,MANAGED,CC
162,13,72,MANAGED,CC
162,23,10,MANAGED,PCT
162,83,70,MANAGED,CC
162,93,10,MANAGED,PCT
162,156,73,MANAGED,CC
162,166,10,MANAGED,PCT
162,250,94,MANAGED,CC
163,42,99,MANAGED,CC
163,211,169,MANAGED,CC
163,300,89,MANAGED,CC
164,1,108,MANAGED,CC
164,168,167,MANAGED,CC
164,271,103,MANAGED,CC
166,121,168,MANAGED,CC
166,290,169,MANAGED,CC
167,31,88,MANAGED,CC
167,41,10,MANAGED,PCT
167,125,94,MANAGED,CC
167,135,10,MANAGED,PCT
167,217,92,MANAGED,CC
167,227,10,MANAGED,PCT
167,300,83,MANAGED,CC
168,4,111,MANAGED,CC
168,14,10,MANAGED,PCT
168,77,73,MANAGED,CC
168,87,10,MANAGED,PCT
168,153,76,MANAGED,CC
168,163,10,MANAGED,PCT
169,109,166,MANAGED,CC
169,210,101,MANAGED,CC
170,14,117,MANAGED,CC
170,24,10,MANAGED,PCT
170,106,92,MANAGED,CC
170,116,10,MANAGED,PCT
170,183,77,MANAGED,CC
170,193,10,MANAGED,PCT
170,259,76,MANAGED,CC
172,115,362,MANAGED,CC
172,265,150,MANAGED,CC
173,67,244,MANAGED,CC
173,240,173,MANAGED,CC
175,31,88,MANAGED,CC
175,41,10,MANAGED,PCT
175,125,94,MANAGED,CC
175,135,10,MANAGED,PCT
175,217,92,MANAGED,CC
175,227,10,MANAGED,PCT
175,300,83,MANAGED,CC
176,1,128,MANAGED,CC
176,11,10,MANAGED,PCT
176,88,87,MANAGED,CC
176,98,10,MANAGED,PCT
176,159,71,MANAGED,CC
176,169,10,MANAGED,PCT
178,98,155,MANAGED,CC
178,249,151,MANAGED,CC
180,101,148,MANAGED,CC
180,210,109,MANAGED,CC
181,148,205,MANAGED,CC
181,290,142,MANAGED,CC
183,82,129,MANAGED,CC
183,92,10,MANAGED,PCT
183,175,93,MANAGED,CC
183,185,10,MANAGED,PCT
183,268,93,MANAGED,CC
183,278,10,MANAGED,PCT
184,13,70,MANAGED,CC
184,23,10,MANAGED,PCT
184,88,75,MANAGED,CC
184,98,10,MANAGED,PCT
184,158,70,MANAGED,CC
184,168,10,MANAGED,PCT
184,240,82,MANAGED,CC
185,102,139,MANAGED,CC
185,270,168,MANAGED,CC
187,138,215,MANAGED,CC
187,298,160,MANAGED,CC
188,24,71,MANAGED,CC
188,34,10,MANAGED,PCT
188,96,72,MANAGED,CC
188,106,10,MANAGED,PCT
188,190,94,MANAGED,CC
188,200,10,MANAGED,PCT
188,268,78,MANAGED,CC
189,59,106,MANAGED,CC
189,69,10,MANAGED,PCT
189,149,90,MANAGED,CC
189,159,10,MANAGED,PCT
189,225,76,MANAGED,CC
189,235,10,MANAGED,PCT
190,135,182,MANAGED,CC
191,37,94,MANAGED,CC
191,47,10,MANAGED,PCT
191,125,88,MANAGED,CC
191,135,10,MANAGED,PCT
191,212,87,MANAGED,CC
191,222,10,MANAGED,PCT
191,287,75,MANAGED,CC
192,23,80,MANAGED,CC
192,33,10,MANAGED,PCT
192,134,111,MANAGED,CC
192,144,10,MANAGED,PCT
192,226,92,MANAGED,CC
192,236,10,MANAGED,PCT
193,34,91,MANAGED,CC
193,44,10,MANAGED,PCT
193,118,84,MANAGED,CC
193,128,10,MANAGED,PCT
193,198,80,MANAGED,CC
193,208,10,MANAGED,PCT
193,269,71,MANAGED,CC
196,6,73,MANAGED,CC
196,16,10,MANAGED,PCT
196,88,82,MANAGED,CC
196,98,10,MANAGED,PCT
196,158,70,MANAGED,CC
196,168,10,MANAGED,PCT
196,248,90,MANAGED,CC
197,4,131,MANAGED,CC
197,14,10,MANAGED,PCT
197,77,73,MANAGED,CC
197,87,10,MANAGED,PCT
197,153,76,MANAGED,CC
197,163,10,MANAGED,PCT
198,61,108,MANAGED,CC
198,185,124,MANAGED,CC
198,290,105,MANAGED,CC
200,4,241,MANAGED,CC
200,145,141,MANAGED,CC
200,296,151,MANAGED,CC
202,21,78,MANAGED,CC
202,31,10,MANAGED,PCT
202,100,79,MANAGED,CC
202,110,10,MANAGED,PCT
202,170,70,MANAGED,CC
202,180,10,MANAGED,PCT
202,260,90,MANAGED,CC
203,142,219,MANAGED,CC
203,300,158,MANAGED,CC
204,212,269,MANAGED,CC
204,300,88,MANAGED,CC
205,1,108,MANAGED,CC
205,147,146,MANAGED,CC
205,300,153,MANAGED,CC
206,4,111,MANAGED,CC
206,14,10,MANAGED,PCT
206,97,93,MANAGED,CC
206,107,10,MANAGED,PCT
206,177,80,MANAGED,CC
206,187,10,MANAGED,PCT
206,259,82,MANAGED,CC
207,77,134,MANAGED,CC
207,87,10,MANAGED,PCT
207,171,94,MANAGED,CC
207,181,10,MANAGED,PCT
207,243,72,MANAGED,CC
207,253,10,MANAGED,PCT
208,43,90,MANAGED,CC
208,53,10,MANAGED,PCT
208,135,92,MANAGED,CC
208,145,10,MANAGED,PCT
208,223,88,MANAGED,CC
208,233,10,MANAGED,PCT
210,62,189,MANAGED,CC
210,152,90,MANAGED,CC
210,253,101,MANAGED,CC
212,77,154,MANAGED,CC
212,87,10,MANAGED,PCT
212,171,94,MANAGED,CC
212,181,10,MANAGED,PCT
212,244,73,MANAGED,CC
212,254,10,MANAGED,PCT
213,31,88,MANAGED,CC
213,41,10,MANAGED,PCT
213,125,94,MANAGED,CC
213,135,10,MANAGED,PCT
213,217,92,MANAGED,CC
213,227,10,MANAGED,PCT
213,300,83,MANAGED,CC
216,119,226,MANAGED,CC
216,261,142,MANAGED,CC
217,275,332,MANAGED,CC
218,61,188,MANAGED,CC
218,170,109,MANAGED,CC
