BLOCK,TYPE,TRACK,OFFSET,AREA
129,managed,40,127,12.3752
130,unmanaged,39,197,0.095321
130,managed,40,197,9.4368
131,unmanaged,29,237,0.0167654
131,managed,30,237,1.65978
132,unmanaged,31,107,0.0311762
132,managed,32,107,3.08645
133,unmanaged,1,57,0.060072
133,managed,2,57,5.9471
134,unmanaged,19,47,0.0351939
134,managed,20,47,3.48419
135,unmanaged,3,57,0.080611
135,managed,4,57,7.9805
136,unmanaged,3,57,0.138617
136,managed,4,57,13.7231
137,unmanaged,8,47,0.061028
137,managed,9,47,6.0418
138,unmanaged,6,57,0.0201166
138,managed,7,57,1.99154
139,unmanaged,14,47,0.0260733
139,managed,15,47,2.58125
140,unmanaged,21,53,0.0328276
140,managed,22,53,3.24993
141,unmanaged,1,57,0.0242363
141,managed,2,57,2.39939
142,unmanaged,16,233,0.056962
142,managed,17,233,5.6393
143,unmanaged,33,307,0.071782
143,managed,34,307,7.1064
144,unmanaged,16,357,0.060447
144,managed,17,357,5.9843
145,unmanaged,24,107,0.065808
145,managed,25,107,6.515
146,unmanaged,3,57,0.189164
146,managed,4,57,18.7272
147,unmanaged,8,57,0.0478414
147,managed,9,57,4.7363
148,unmanaged,8,47,0.029682
148,managed,9,47,2.93852
149,unmanaged,8,47,0.063953
149,managed,9,47,6.3313
150,unmanaged,16,87,0.0181557
150,managed,17,87,1.79741
151,unmanaged,8,47,0.0248489
151,managed,9,47,2.46004
152,unmanaged,1,47,0.09681
152,managed,2,47,9.5841
153,unmanaged,27,127,0.178236
153,managed,28,127,17.6453
154,unmanaged,48,67,0.245019
154,managed,49,67,24.2569
155,unmanaged,24,127,0.16302
155,managed,25,127,16.139
156,unmanaged,42,307,0.154116
156,managed,43,307,15.2575
157,unmanaged,11,357,0.0419581
157,managed,12,357,4.15386
158,unmanaged,16,357,0.164668
158,managed,17,357,16.3022
159,unmanaged,36,107,0.181738
159,managed,37,107,17.9921
160,unmanaged,33,277,0.05333
160,managed,34,277,5.2797
161,unmanaged,36,127,0.044503
161,managed,37,127,4.40579
162,unmanaged,3,59,0.172645
162,managed,4,59,17.0918
163,unmanaged,19,57,0.0138232
163,managed,20,57,1.3685
164,unmanaged,27,107,0.064025
164,managed,28,107,6.3385
165,unmanaged,39,127,0.07307
165,managed,40,127,7.234
166,unmanaged,41,47,0.065052
166,managed,18,47,6.4401
167,unmanaged,21,57,0.114769
167,managed,22,57,11.3621
168,unmanaged,31,107,0.049373
168,managed,32,107,4.88792
169,unmanaged,51,57,0.0357804
169,managed,50,57,3.54226
170,unmanaged,31,103,0.183152
170,managed,32,103,18.1321
171,unmanaged,11,307,0.0240017
171,managed,12,307,2.37617
172,unmanaged,11,247,0.051375
172,managed,12,247,5.0862
173,unmanaged,29,177,0.119308
173,managed,30,177,11.8114
174,unmanaged,16,307,0.0487737
174,managed,17,307,4.8286
175,unmanaged,3,57,0.073921
175,managed,4,57,7.3182
176,unmanaged,31,127,0.0358156
176,managed,32,127,3.54574
177,unmanaged,24,127,0.0290035
177,managed,25,127,2.87134
178,unmanaged,19,57,0.0353267
178,managed,20,57,3.49734
179,unmanaged,11,307,0.0251518
179,managed,12,307,2.49003
180,unmanaged,1,47,0.0485498
180,managed,2,47,4.80643
181,unmanaged,19,57,0.149107
181,managed,20,57,14.7616
182,unmanaged,27,127,0.053265
182,managed,28,127,5.2732
183,unmanaged,8,47,0.13343
183,managed,9,47,13.2096
184,unmanaged,8,57,0.111242
184,managed,9,57,11.013
185,unmanaged,41,37,0.0041772
185,managed,18,37,0.413546
186,unmanaged,16,277,0.092513
186,managed,17,277,9.1587
187,unmanaged,27,77,0.0387479
187,managed,28,77,3.83604
188,unmanaged,21,47,0.233308
188,managed,22,47,23.0975
189,unmanaged,8,47,0.067784
189,managed,9,47,6.7106
190,unmanaged,51,47,0.0160799
190,managed,50,47,1.59191
191,unmanaged,21,57,0.131919
191,managed,22,57,13.06
192,unmanaged,8,57,0.219425
192,managed,9,57,21.7231
193,unmanaged,8,57,0.15991
193,managed,9,57,15.8311
194,unmanaged,16,307,0.055064
194,managed,17,307,5.4513
195,unmanaged,16,357,0.054823
195,managed,17,357,5.4274
196,unmanaged,52,67,0.058979
196,managed,53,67,5.8389
197,unmanaged,31,127,0.151928
197,managed,32,127,15.0409
198,unmanaged,14,47,0.0205466
198,managed,15,47,2.03412
199,unmanaged,27,157,0.064028
199,managed,28,157,6.3388
200,unmanaged,16,237,0.0214564
200,managed,17,237,2.12418
201,unmanaged,16,307,0.0185975
201,managed,17,307,1.84115
202,unmanaged,3,57,0.107587
202,managed,4,57,10.6511
203,unmanaged,27,77,0.0338961
203,managed,28,77,3.35571
204,unmanaged,19,57,0.084993
204,managed,20,57,8.4144
205,unmanaged,29,107,0.05273
205,managed,30,107,5.2203
206,unmanaged,31,107,0.109253
206,managed,32,107,10.8161
207,unmanaged,8,57,0.16484
207,managed,9,57,16.3191
208,unmanaged,8,47,0.106267
208,managed,9,47,10.5204
209,unmanaged,29,307,0.043663
209,managed,30,307,4.32263
210,unmanaged,29,127,0.069572
210,managed,30,127,6.8876
211,unmanaged,24,127,0.0362625
211,managed,25,127,3.58999
212,unmanaged,45,77,0.119878
212,managed,46,77,11.868
213,unmanaged,8,57,0.0383085
213,managed,9,57,3.79254
214,unmanaged,33,357,0.0497815
214,managed,34,357,4.92837
215,unmanaged,16,277,0.092429
215,managed,17,277,9.1505
216,unmanaged,27,107,0.010112
216,managed,28,107,1.00109
217,unmanaged,41,57,0.079918
217,managed,18,57,7.9119
218,unmanaged,24,127,0.119945
218,managed,25,127,11.8746
