BLOCK,TYPE,TRACK,OFFSET,AREA
62,managed,6,47,2.6047
63,managed,6,47,4.01423
64,managed,13,237,0.66903
65,managed,13,357,8.3464
66,unmanaged,106,57,1.49283
66,managed,107,57,2.29511
67,unmanaged,108,47,1.64612
67,managed,109,47,2.63843
68,unmanaged,110,57,1.50177
68,managed,111,57,17.532
69,managed,51,47,8.9571
70,unmanaged,112,127,0.55652
70,managed,113,127,0.428124
71,managed,80,127,2.30933
72,unmanaged,115,101,2.16869
72,managed,116,101,8.7843
73,managed,63,261,1.12257
74,unmanaged,118,57,1.95717
74,managed,119,57,2.77373
75,unmanaged,120,47,2.05101
75,managed,121,47,13.347
76,managed,72,237,3.89028
77,unmanaged,122,57,0.055297
77,managed,123,57,4.92641
78,unmanaged,124,47,2.81664
78,managed,125,47,2.94219
79,unmanaged,126,177,2.11246
79,managed,127,177,2.16031
80,unmanaged,129,127,1.36877
80,managed,130,127,0.99485
81,unmanaged,132,307,0.58408
81,managed,133,307,2.45485
82,unmanaged,135,57,0.68614
82,managed,136,57,31.0796
83,managed,68,77,1.93277
84,unmanaged,137,57,0.55744
84,managed,138,57,3.57174
85,managed,6,57,1.14501
86,managed,9,97,2.06414
87,unmanaged,139,57,0.266222
87,managed,140,57,11.5135
88,managed,42,307,2.80289
89,unmanaged,141,107,1.71601
89,managed,142,107,5.8469
90,unmanaged,144,57,0.0229953
90,managed,145,57,7.6421
91,managed,64,47,7.5117
92,unmanaged,146,237,0.0149123
92,managed,147,237,3.02841
93,unmanaged,149,237,0.0085716
93,managed,150,237,3.05272
94,unmanaged,152,307,0.62829
94,managed,153,307,5.9232
95,managed,6,57,5.3466
96,unmanaged,155,47,3.87401
96,managed,156,47,20.8485
97,managed,6,57,2.69013
98,unmanaged,157,237,3.5236
98,managed,158,237,2.54529
99,managed,68,107,1.67414
100,unmanaged,160,357,0.0453412
100,managed,161,357,11.0135
101,unmanaged,163,47,0.55721
101,managed,164,47,19.779
102,managed,6,47,19.579
103,unmanaged,165,237,1.07362
103,managed,166,237,2.63363
104,unmanaged,168,237,2.63386
104,managed,169,237,8.0512
105,unmanaged,171,57,3.00631
105,managed,172,57,1.32867
106,unmanaged,173,65,0.00528
106,managed,174,65,17.5946
107,unmanaged,176,357,0.060839
107,managed,177,357,2.70458
108,managed,6,47,28.1802
109,unmanaged,179,57,0.54508
109,managed,180,57,33.3106
110,unmanaged,181,67,1.47791
110,managed,182,67,5.6825
111,unmanaged,184,307,5.919
111,managed,185,307,1.781
112,unmanaged,187,47,2.45923
112,managed,188,47,3.72129
113,unmanaged,189,47,3.02644
113,managed,190,47,37.8714
114,managed,17,47,4.81258
115,managed,14,37,25.2158
116,managed,68,107,4.41054
117,unmanaged,191,307,4.29024
117,managed,192,307,1.69336
118,unmanaged,194,277,1.99083
118,managed,195,277,0.77806
119,unmanaged,197,57,0.373484
119,managed,198,57,4.43326
120,unmanaged,199,57,1.59565
120,managed,200,57,28.0082
121,unmanaged,201,57,0.63123
121,managed,202,57,1.09296
122,unmanaged,203,127,0.20928
122,managed,204,127,2.93779
123,unmanaged,206,47,0.183207
123,managed,207,47,2.52696
124,unmanaged,208,457,3.17689
124,managed,209,457,4.11959
125,managed,68,107,1.0655
126,managed,81,47,3.74255
127,unmanaged,211,47,0.24841
127,managed,212,47,6.5573
128,unmanaged,213,57,1.23889
128,managed,214,57,4.01956
129,managed,63,127,12.5002
130,unmanaged,215,197,0.0104853
130,managed,216,197,9.5216
131,managed,68,237,1.67654
132,unmanaged,218,107,0.304904
132,managed,219,107,2.81272
133,unmanaged,221,57,2.33679
133,managed,222,57,3.67038
134,managed,17,47,3.51939
135,unmanaged,223,57,1.42601
135,managed,224,57,6.6351
136,managed,3,57,13.8617
137,unmanaged,225,47,0.52851
137,managed,226,47,5.5743
138,unmanaged,227,57,1.44658
138,managed,228,57,0.56507
139,managed,64,47,2.60733
140,managed,51,53,3.28276
141,managed,229,57,2.42363
142,managed,13,233,5.6962
143,managed,42,307,7.1782
144,unmanaged,230,357,0.197662
144,managed,231,357,5.847
145,unmanaged,233,107,0.316536
145,managed,234,107,6.2642
146,managed,3,57,18.9164
147,managed,6,57,4.78414
148,managed,6,47,2.9682
149,managed,6,47,6.3953
150,managed,13,87,1.81557
151,managed,6,47,2.48489
152,unmanaged,236,47,3.52677
152,managed,237,47,6.1542
153,unmanaged,238,127,1.60234
153,managed,239,127,16.2212
154,unmanaged,241,67,4.99594
154,managed,242,67,19.506
155,unmanaged,244,127,2.66049
155,managed,245,127,13.6415
156,unmanaged,247,307,0.121752
156,managed,248,307,15.2899
157,unmanaged,250,357,2.50994
157,managed,251,357,1.68588
158,managed,13,357,16.4668
159,unmanaged,253,107,0.419815
159,managed,254,107,17.754
160,managed,42,277,5.333
161,unmanaged,256,127,0.295945
161,managed,257,127,4.15435
162,unmanaged,259,59,0.170918
162,managed,260,59,17.0935
163,unmanaged,261,57,0.434187
163,managed,262,57,0.94813
164,managed,72,107,6.4025
165,unmanaged,263,127,0.67006
165,managed,264,127,6.637
166,managed,14,47,6.5052
167,managed,51,57,11.4769
168,unmanaged,266,107,0.237978
168,managed,267,107,4.69932
169,managed,269,57,3.57804
170,unmanaged,270,103,1.01466
170,managed,271,103,17.3006
171,unmanaged,273,307,1.67628
171,managed,274,307,0.72389
172,managed,9,247,5.1375
173,unmanaged,276,177,1.09644
173,managed,277,177,10.8343
174,unmanaged,279,307,0.296544
174,managed,280,307,4.58083
175,managed,3,57,7.3921
176,managed,105,127,3.58156
177,unmanaged,282,127,0.279593
177,managed,283,127,2.62075
178,unmanaged,285,57,0.222912
178,managed,286,57,3.30976
179,managed,9,307,2.51518
180,managed,229,47,4.85498
181,managed,17,57,14.9107
182,unmanaged,287,127,0.0276978
182,managed,288,127,5.2988
183,unmanaged,290,47,0.32557
183,managed,291,47,13.0175
184,unmanaged,292,57,0.482791
184,managed,293,57,10.6414
185,managed,14,37,0.417724
186,managed,13,277,9.2513
187,unmanaged,294,77,0.82843
187,managed,295,77,3.04636
188,unmanaged,297,47,1.09188
188,managed,298,47,22.239
189,managed,6,47,6.7784
190,unmanaged,299,47,0.59962
190,managed,300,47,1.00837
191,unmanaged,301,57,1.34953
191,managed,302,57,11.8423
192,unmanaged,303,57,0.8777
192,managed,304,57,21.0648
193,unmanaged,305,57,1.66147
193,managed,306,57,14.3295
194,managed,13,307,5.5064
195,unmanaged,307,357,3.92365
195,managed,308,357,1.55861
196,managed,310,67,5.8979
197,unmanaged,311,127,2.26981
197,managed,312,127,12.923
198,unmanaged,314,47,1.4206
198,managed,315,47,0.63407
199,managed,72,157,6.4028
200,managed,13,237,2.14564
201,managed,13,307,1.85975
202,unmanaged,316,57,2.93712
202,managed,317,57,7.8216
203,managed,72,77,3.38961
204,unmanaged,318,57,0.090943
204,managed,319,57,8.4084
205,managed,68,107,5.273
206,managed,105,107,10.9253
207,managed,6,57,16.484
208,unmanaged,320,47,0.060572
208,managed,321,47,10.5661
209,managed,68,307,4.3663
210,unmanaged,322,127,1.73234
210,managed,323,127,5.2249
211,unmanaged,325,127,0.275958
211,managed,326,127,3.35029
212,unmanaged,328,77,2.73083
212,managed,329,77,9.257
213,unmanaged,331,57,0.0160896
213,managed,332,57,3.81476
214,managed,42,357,4.97815
215,managed,13,277,9.2429
216,managed,72,107,1.0112
217,managed,14,57,7.9918
218,managed,80,127,11.9945
