TARGET,PERIODS,ACTIVE,MINACTIVE,MAXACTIVE,DISCOUNT,LINEAR,PREMULTIPLY
product.Seral.area.regenerating.CWHvm_HW_CW_L.CC,31,false,false,false,1.0,false,false
product.Seral.area.regenerating.CWHvm_HW_CW_M.CC,31,false,false,false,1.0,false,false
product.Seral.area.regenerating.CWHvm_HW_FDC_H.CC,31,false,false,false,1.0,false,false
product.Seral.area.regenerating.CWHvm_HW_FDC_L.CC,31,false,false,false,1.0,false,false
product.Seral.area.regenerating.CWHvm_HW_SS_M.CC,31,false,false,false,1.0,false,false
product.Seral.area.young.CWHvm_CW_HW_M.CC,31,false,false,false,1.0,false,false
product.Seral.area.young.CWHvm_CW_PLC_M.CC,31,false,false,false,1.0,false,false
product.Seral.area.young.CWHvm_CW_YC_M.CC,31,false,false,false,1.0,false,false
product.Seral.area.young.CWHvm_DR_HW_M.CC,31,false,false,false,1.0,false,false
product.Seral.area.young.CWHvm_FDC_HW_H.CC,31,false,false,false,1.0,false,false
product.Seral.area.young.CWHvm_FDC_HW_L.CC,31,false,false,false,1.0,false,false
product.Seral.area.young.CWHvm_FDC_HW_M.CC,31,false,false,false,1.0,false,false
product.Seral.area.young.CWHvm_HW_BA_M.CC,31,false,false,false,1.0,false,false
product.Seral.area.young.CWHvm_HW_CW_H.CC,31,false,false,false,1.0,false,false
product.Seral.area.young.CWHvm_HW_CW_L.CC,31,false,false,false,1.0,false,false
product.Seral.area.young.CWHvm_HW_CW_M.CC,31,false,false,false,1.0,false,false
product.Seral.area.young.CWHvm_HW_FDC_H.CC,31,false,false,false,1.0,false,false
product.Seral.area.young.CWHvm_HW_FDC_L.CC,31,false,false,false,1.0,false,false
product.Seral.area.young.CWHvm_HW_SS_M.CC,31,false,false,false,1.0,false,false
product.SpeciesProp.managed.BA,31,false,false,false,1.0,false,false
product.SpeciesProp.managed.CW,31,false,false,false,1.0,false,false
product.SpeciesProp.managed.FDC,31,false,false,false,1.0,false,false
product.SpeciesProp.managed.HW,31,false,false,false,1.0,false,false
product.SpeciesProp.managed.PLC,31,false,false,false,1.0,false,false
product.SpeciesProp.managed.SS,31,false,false,false,1.0,false,false
product.SpeciesProp.managed.YC,31,false,false,false,1.0,false,false
product.Treated.managed.CWHvm_CW_HW_M.CC,31,false,false,false,1.0,false,false
product.Treated.managed.CWHvm_CW_PLC_M.CC,31,false,false,false,1.0,false,false
product.Treated.managed.CWHvm_CW_YC_M.CC,31,false,false,false,1.0,false,false
product.Treated.managed.CWHvm_DR_HW_M.CC,31,false,false,false,1.0,false,false
product.Treated.managed.CWHvm_FDC_HW_H.CC,31,false,false,false,1.0,false,false
product.Treated.managed.CWHvm_FDC_HW_H.PCT,31,false,false,false,1.0,false,false
product.Treated.managed.CWHvm_FDC_HW_L.CC,31,false,false,false,1.0,false,false
product.Treated.managed.CWHvm_FDC_HW_M.CC,31,false,false,false,1.0,false,false
product.Treated.managed.CWHvm_FDC_HW_M.PCT,31,false,false,false,1.0,false,false
product.Treated.managed.CWHvm_HW_BA_M.CC,31,false,false,false,1.0,false,false
product.Treated.managed.CWHvm_HW_CW_H.CC,31,false,false,false,1.0,false,false
product.Treated.managed.CWHvm_HW_CW_L.CC,31,false,false,false,1.0,false,false
product.Treated.managed.CWHvm_HW_CW_M.CC,31,false,false,false,1.0,false,false
product.Treated.managed.CWHvm_HW_FDC_H.CC,31,false,false,false,1.0,false,false
product.Treated.managed.CWHvm_HW_FDC_H.PCT,31,false,false,false,1.0,false,false
product.Treated.managed.CWHvm_HW_FDC_L.CC,31,false,false,false,1.0,false,false
product.Treated.managed.CWHvm_HW_SS_M.CC,31,false,false,false,1.0,false,false
product.Treated.managed.CC,31,false,false,false,1.0,false,false
product.Treated.managed.PCT,31,true,false,true,1.0,false,false
product.Yield.managed.BA,31,false,false,false,1.0,false,false
product.Yield.managed.CW,31,true,false,false,1.0,false,false
product.Yield.managed.FDC,31,false,false,false,1.0,false,false
product.Yield.managed.HW,31,false,false,false,1.0,false,false
product.Yield.managed.SS,31,false,false,false,1.0,false,false
product.Yield.managed.Total,31,true,true,true,1.0,false,false
product.Yield.managed.YC,31,false,false,false,1.0,false,false
value.cost.PCT,31,false,false,false,1.0,false,false
value.cost.harvest,31,false,false,false,1.0,false,false
value.cost.total,31,true,false,true,1.0,true,false
value.grevenue.BA,31,false,false,false,1.0,false,false
value.grevenue.CW,31,false,false,false,1.0,false,false
value.grevenue.FDC,31,false,false,false,1.0,false,false
value.grevenue.HW,31,false,false,false,1.0,false,false
value.grevenue.SS,31,false,false,false,1.0,false,false
value.grevenue.YC,31,false,false,false,1.0,false,false
value.grevenue.total,31,true,false,false,1.0,false,false
value.nrevenue.total,31,true,false,false,1.0,false,false
value.standing.BA,31,false,false,false,1.0,false,false
value.standing.CW,31,false,false,false,1.0,false,false
value.standing.FDC,31,false,false,false,1.0,false,false
value.standing.HW,31,false,false,false,1.0,false,false
value.standing.SS,31,false,false,false,1.0,false,false
value.standing.YC,31,false,false,false,1.0,false,false
value.standing.total,31,false,false,false,1.0,false,false
value.stumpage.BA,31,false,false,false,1.0,false,false
value.stumpage.CW,31,false,false,false,1.0,false,false
value.stumpage.FDC,31,false,false,false,1.0,false,false
value.stumpage.HW,31,false,false,false,1.0,false,false
value.stumpage.SS,31,false,false,false,1.0,false,false
value.stumpage.YC,31,false,false,false,1.0,false,false
value.stumpage.total,31,false,false,false,1.0,false,false
