BLOCK,TYPE,TRACK,OFFSET,AREA
64,managed,27,237,0.63558
65,unmanaged,26,357,0.417319
65,managed,27,357,7.9291
66,unmanaged,13,57,0.189397
66,managed,14,57,3.59854
67,unmanaged,13,47,0.214228
67,managed,14,47,4.07032
68,unmanaged,29,57,0.95169
68,managed,30,57,18.0821
69,unmanaged,31,47,0.447857
69,managed,32,47,8.5093
70,unmanaged,26,127,0.0492323
70,managed,27,127,0.93541
71,unmanaged,39,127,0.115467
71,managed,40,127,2.19387
72,unmanaged,60,101,0.54765
72,managed,61,101,10.4053
73,unmanaged,54,261,0.056129
73,managed,55,261,1.06644
74,unmanaged,13,57,0.236545
74,managed,14,57,4.49436
75,unmanaged,56,47,0.7699
75,managed,28,47,14.6281
76,unmanaged,42,237,0.194514
76,managed,43,237,3.69576
77,unmanaged,13,57,0.249085
77,managed,14,57,4.73262
78,unmanaged,13,47,0.287941
78,managed,14,47,5.4709
79,unmanaged,39,177,0.213638
79,managed,40,177,4.05913
80,unmanaged,26,127,0.118181
80,managed,27,127,2.24544
81,unmanaged,26,307,0.151947
81,managed,27,307,2.88699
82,unmanaged,62,57,1.58829
82,managed,41,57,30.1775
83,unmanaged,44,77,0.096638
83,managed,45,77,1.83613
84,unmanaged,13,57,0.206459
84,managed,14,57,3.92272
85,unmanaged,13,57,0.05725
85,managed,14,57,1.08776
86,unmanaged,21,97,0.103207
86,managed,22,97,1.96093
87,unmanaged,29,57,0.58899
87,managed,30,57,11.1908
88,unmanaged,48,307,0.140145
88,managed,49,307,2.66275
89,unmanaged,46,107,0.378143
89,managed,47,107,7.1847
90,unmanaged,13,57,0.383255
90,managed,14,57,7.2818
91,unmanaged,24,47,0.375583
91,managed,25,47,7.1361
92,unmanaged,51,237,0.152166
92,managed,52,237,2.89115
93,unmanaged,26,237,0.153065
93,managed,27,237,2.90823
94,unmanaged,26,307,0.327574
94,managed,27,307,6.2239
95,unmanaged,13,57,0.26733
95,managed,14,57,5.0793
96,unmanaged,3,47,1.23612
96,managed,4,47,23.4863
97,unmanaged,13,57,0.134507
97,managed,14,57,2.55562
98,unmanaged,21,237,0.303445
98,managed,22,237,5.7654
99,unmanaged,44,107,0.083707
99,managed,45,107,1.59043
100,unmanaged,48,357,0.55294
100,managed,49,357,10.5059
101,unmanaged,31,47,1.01681
101,managed,32,47,19.3194
102,unmanaged,13,47,0.97895
102,managed,14,47,18.6
103,unmanaged,26,237,0.185362
103,managed,27,237,3.52188
104,unmanaged,57,237,0.53425
104,managed,58,237,10.1508
105,unmanaged,1,57,0.216749
105,managed,2,57,4.11824
106,unmanaged,26,65,0.87999
106,managed,27,65,16.7199
107,unmanaged,26,357,0.138271
107,managed,27,357,2.62715
108,unmanaged,13,47,1.40901
108,managed,14,47,26.7712
109,unmanaged,13,57,1.69278
109,managed,14,57,32.1629
110,unmanaged,46,67,0.358021
110,managed,47,67,6.8024
111,unmanaged,26,307,0.384998
111,managed,27,307,7.315
112,unmanaged,29,47,0.309026
112,managed,30,47,5.8715
113,unmanaged,3,47,2.04489
113,managed,4,47,38.8529
114,unmanaged,29,47,0.240629
114,managed,30,47,4.57195
115,unmanaged,56,37,1.26079
115,managed,28,37,23.955
116,unmanaged,44,107,0.220527
116,managed,45,107,4.19002
117,unmanaged,21,307,0.29918
117,managed,22,307,5.6844
118,unmanaged,26,277,0.138444
118,managed,27,277,2.63044
119,unmanaged,13,57,0.240337
119,managed,14,57,4.56641
120,unmanaged,31,57,1.48019
120,managed,32,57,28.1237
121,unmanaged,1,57,0.08621
121,managed,2,57,1.63798
122,unmanaged,39,127,0.157354
122,managed,40,127,2.98972
123,unmanaged,13,47,0.135508
123,managed,14,47,2.57465
124,unmanaged,26,457,0.364824
124,managed,27,457,6.9317
125,unmanaged,44,107,0.053275
125,managed,45,107,1.01222
126,unmanaged,62,47,0.187128
126,managed,41,47,3.55543
127,unmanaged,3,47,0.340287
127,managed,4,47,6.4655
128,unmanaged,13,57,0.262923
128,managed,14,57,4.99553
129,unmanaged,54,127,0.62501
129,managed,55,127,11.8752
130,unmanaged,54,197,0.476606
130,managed,55,197,9.0555
131,unmanaged,44,237,0.083827
131,managed,45,237,1.59272
132,unmanaged,46,107,0.155881
132,managed,47,107,2.96174
133,unmanaged,1,57,0.300359
133,managed,2,57,5.7068
134,unmanaged,29,47,0.175969
134,managed,30,47,3.34342
135,unmanaged,3,57,0.403056
135,managed,4,57,7.6581
136,unmanaged,3,57,0.69308
136,managed,4,57,13.1686
137,unmanaged,13,47,0.305142
137,managed,14,47,5.7977
138,unmanaged,11,57,0.100583
138,managed,12,57,1.91107
139,unmanaged,24,47,0.130366
139,managed,25,47,2.47696
140,unmanaged,31,53,0.164138
140,managed,32,53,3.11862
141,unmanaged,1,57,0.121181
141,managed,2,57,2.30245
142,unmanaged,26,233,0.284812
142,managed,27,233,5.4114
143,unmanaged,48,307,0.358908
143,managed,49,307,6.8192
144,unmanaged,26,357,0.302235
144,managed,27,357,5.7425
145,unmanaged,39,107,0.329039
145,managed,40,107,6.2517
146,unmanaged,3,57,0.94582
146,managed,4,57,17.9705
147,unmanaged,13,57,0.239207
147,managed,14,57,4.54493
148,unmanaged,13,47,0.14841
148,managed,14,47,2.81979
149,unmanaged,13,47,0.319763
149,managed,14,47,6.0755
150,unmanaged,26,87,0.090778
150,managed,27,87,1.72479
151,unmanaged,13,47,0.124244
151,managed,14,47,2.36065
152,unmanaged,1,47,0.484048
152,managed,2,47,9.1969
153,unmanaged,42,127,0.89118
153,managed,43,127,16.9324
154,unmanaged,63,67,1.2251
154,managed,64,67,23.2768
155,unmanaged,39,127,0.8151
155,managed,40,127,15.4869
156,unmanaged,57,307,0.77058
156,managed,58,307,14.641
157,unmanaged,21,357,0.209791
157,managed,22,357,3.98602
158,unmanaged,26,357,0.82334
158,managed,27,357,15.6435
159,unmanaged,51,107,0.90869
159,managed,52,107,17.2651
160,unmanaged,48,277,0.26665
160,managed,49,277,5.0664
161,unmanaged,51,127,0.222515
161,managed,52,127,4.22778
162,unmanaged,3,59,0.86322
162,managed,4,59,16.4012
163,unmanaged,29,57,0.069116
163,managed,30,57,1.3132
164,unmanaged,42,107,0.320124
164,managed,43,107,6.0824
165,unmanaged,54,127,0.365352
165,managed,55,127,6.9417
166,unmanaged,56,47,0.325259
166,managed,28,47,6.1799
167,unmanaged,31,57,0.57384
167,managed,32,57,10.903
168,unmanaged,46,107,0.246865
168,managed,47,107,4.69043
169,unmanaged,66,57,0.178902
169,managed,65,57,3.39913
170,unmanaged,46,103,0.91576
170,managed,47,103,17.3995
171,unmanaged,21,307,0.120009
171,managed,22,307,2.28016
172,unmanaged,21,247,0.256877
172,managed,22,247,4.88067
173,unmanaged,44,177,0.59654
173,managed,45,177,11.3342
174,unmanaged,26,307,0.243869
174,managed,27,307,4.6335
175,unmanaged,3,57,0.369604
175,managed,4,57,7.0225
176,unmanaged,46,127,0.179078
176,managed,47,127,3.40248
177,unmanaged,39,127,0.145017
177,managed,40,127,2.75533
178,unmanaged,29,57,0.176634
178,managed,30,57,3.35604
179,unmanaged,21,307,0.125759
179,managed,22,307,2.38943
180,unmanaged,1,47,0.242749
180,managed,2,47,4.61223
181,unmanaged,29,57,0.74554
181,managed,30,57,14.1652
182,unmanaged,42,127,0.266325
182,managed,43,127,5.0602
183,unmanaged,13,47,0.66715
183,managed,14,47,12.6759
184,unmanaged,13,57,0.55621
184,managed,14,57,10.568
185,unmanaged,56,37,0.0208862
185,managed,28,37,0.396837
186,unmanaged,26,277,0.462563
186,managed,27,277,8.7887
187,unmanaged,42,77,0.193739
187,managed,43,77,3.68105
188,unmanaged,31,47,1.16654
188,managed,32,47,22.1643
189,unmanaged,13,47,0.338918
189,managed,14,47,6.4394
190,unmanaged,66,47,0.0804
190,managed,65,47,1.52759
191,unmanaged,31,57,0.65959
191,managed,32,57,12.5323
192,unmanaged,13,57,1.09713
192,managed,14,57,20.8454
193,unmanaged,13,57,0.79955
193,managed,14,57,15.1915
194,unmanaged,26,307,0.27532
194,managed,27,307,5.2311
195,unmanaged,26,357,0.274113
195,managed,27,357,5.2081
196,unmanaged,67,67,0.294896
196,managed,68,67,5.603
197,unmanaged,46,127,0.75964
197,managed,47,127,14.4332
198,unmanaged,24,47,0.102733
198,managed,25,47,1.95193
199,unmanaged,42,157,0.32014
199,managed,43,157,6.0827
200,unmanaged,26,237,0.107282
200,managed,27,237,2.03836
201,unmanaged,26,307,0.092987
201,managed,27,307,1.76676
202,unmanaged,3,57,0.53793
202,managed,4,57,10.2207
203,unmanaged,42,77,0.169481
203,managed,43,77,3.22013
204,unmanaged,29,57,0.424967
204,managed,30,57,8.0744
205,unmanaged,44,107,0.263652
205,managed,45,107,5.0094
206,unmanaged,46,107,0.54627
206,managed,47,107,10.3791
207,unmanaged,13,57,0.8242
207,managed,14,57,15.6598
208,unmanaged,13,47,0.53133
208,managed,14,47,10.0954
209,unmanaged,44,307,0.218315
209,managed,45,307,4.14798
210,unmanaged,44,127,0.34786
210,managed,45,127,6.6093
211,unmanaged,39,127,0.181313
211,managed,40,127,3.44494
212,unmanaged,60,77,0.59939
212,managed,61,77,11.3884
213,unmanaged,13,57,0.191542
213,managed,14,57,3.63931
214,unmanaged,48,357,0.248908
214,managed,49,357,4.72925
215,unmanaged,26,277,0.462145
215,managed,27,277,8.7808
216,unmanaged,42,107,0.05056
216,managed,43,107,0.96064
217,unmanaged,56,57,0.39959
217,managed,28,57,7.5922
218,unmanaged,39,127,0.59973
218,managed,40,127,11.3948
